bedrooms,total_area,ceiling_height,floors_total,living_area,floor,is_new_building,has_elevator,has_parking,kitchen_area,has_balcony,city_center_dist,metro_dist,last_price
3,129.0336231858835,2.70169684232378,11,64.79996820970611,6,0,1,1,19.86078552380766,0,17547.786951120484,8207.364380294322,125941.7
7,294.1087530873825,2.8147118081406513,35,140.4897752969681,28,1,1,1,53.627743391325275,0,3000.6093121792646,3081.736777819961,257908.78
6,225.8090531507948,2.811657924170965,21,142.6826293382185,7,1,1,0,30.1237721702709,0,9608.948689981551,3785.751491639766,177981.58
3,105.06057683273269,2.938790004812418,34,76.79744681459728,17,0,1,0,14.32136220125314,1,22559.437211946315,7450.322619042406,82134.43
3,108.86643547331118,2.8618747496230337,12,51.078898811871845,6,0,1,1,16.079873091559733,0,31748.24820426101,6014.328821764889,107568.76
6,277.0498731080844,2.8207270620111364,13,200.24952577147005,13,0,1,0,22.160826228597305,1,7827.982933601145,5995.069503356804,239566.09
2,68.422753058266,2.908303456715725,39,41.161043959416084,4,0,1,1,10.759739193622062,0,9165.511716869656,601.4509537436652,73099.9
5,186.84984045435957,2.506450680366814,37,127.05789150896452,8,0,1,0,22.42198085452315,0,36932.37170171829,2260.756851023562,143054.93
8,245.9654928824228,2.6145662147240243,8,143.62998571169422,8,0,1,1,26.9446236596244,1,35327.258051633005,2827.8058063391054,192388.72
2,160.49946025055993,2.5006533686133783,16,109.13963297038076,2,1,1,1,19.259935230067192,1,36669.13605281938,9949.888657503512,151540.23
5,157.2962519362973,2.848748339003292,7,101.42187701324855,2,1,1,1,17.291963087444813,1,7443.31489101724,2324.5840268945844,145424.47
3,123.64204057530065,2.8244865051493373,26,98.48059006519065,9,0,1,1,18.17315750563354,1,37341.487886446914,3795.4878739483734,125499.5
1,48.00782739302828,2.999353112665351,2,32.22093742465869,2,1,0,0,9.657789831144694,0,13927.591682002545,2006.2547199462754,53670.47
3,117.11483639703034,2.813299877409886,2,66.89804692095723,2,1,0,1,21.164909500456787,0,20915.910167533213,4792.5793598887185,100846.72
1,33.96218002996223,2.636293738013103,23,24.832909653388434,20,0,1,1,5.31233411933617,1,18528.028149967893,100.70317705199487,28193.35
1,62.285923485429045,2.774120146122046,36,38.64443200658353,4,0,1,0,10.17812485855659,0,39124.87756195539,8054.979109412121,44829.12
2,76.2995213181577,2.4124241482816533,30,42.581450433268735,7,1,1,1,6.587165178424851,1,10875.438245426409,8839.476288112366,89472.7
4,122.29405034087239,2.676519270399425,28,75.50647354457382,14,0,1,0,21.38900936124763,0,38332.32518515044,4954.894606082105,94493.08
2,76.19488902373938,2.3275215022901805,24,57.5400492258549,18,0,1,0,12.327484737076349,1,38386.51640807013,8466.324552483371,62772.2
4,172.20249724267393,2.8091337150451463,8,121.62792995223867,5,0,1,0,14.237726120201366,0,36739.167123737105,149.42515519995644,146999.31
3,135.9951689230772,2.6997262802722606,9,69.46892786836493,5,0,1,1,12.055472153260977,1,14610.274377656382,4429.768960802751,128252.72
3,90.08400534361965,2.7261903789640005,25,61.257123633661365,21,1,1,0,10.810080641234357,0,15313.828983864714,1785.3551308080132,95931.88
4,188.7062739271571,2.5823148447916444,37,113.41181033308,8,1,1,1,18.251052697310662,1,8560.629782438587,3965.2732087398344,185519.56
4,166.0549639544849,2.6296058229061514,2,79.54098749545692,2,1,0,1,33.93598114317416,0,19282.124980137047,4278.25609638857,136646.35
5,142.4907897337726,2.874670950360008,16,71.4605897208624,11,0,1,0,15.869923424289189,0,10320.940158820982,6820.691634051203,132345.29
5,218.99022765488849,2.4915074138863664,8,103.61682581664489,2,0,1,0,28.341325198552276,0,25271.413483307206,8041.583134443643,177019.79
4,97.42618734001789,2.8410237841567936,6,66.91286383763378,3,0,1,1,14.937713667975173,0,34773.78018083393,9423.599781709692,103932.08
3,133.80532627313113,2.6039800351483473,15,72.27463349554269,5,0,1,1,21.92804915393059,1,38011.841368016336,3066.800507831078,97155.94
3,133.92009467416898,2.4474195358396957,8,64.78011625155409,3,1,1,0,19.37380010811846,0,17785.550921086597,6923.0202014090955,112081.73
2,98.46181782689789,2.9707418991408345,10,56.909392680937145,7,0,1,0,12.038498279899455,1,17545.781375826515,8390.69661754648,77047.95
7,250.88463969827723,2.989252536142061,18,189.0260577352889,6,1,1,0,36.32887546668058,0,20825.830152945742,4060.1119028446483,215843.47
3,114.33179569999616,2.6528957777122124,30,76.6085707561017,26,1,1,1,20.01985227085834,0,36510.22462681508,5650.864851636122,109817.31
4,153.69008097596654,2.6511305188038223,22,95.31545352153012,3,0,1,1,19.898633101167142,1,3609.051756425037,6898.837749231526,146425.41
1,76.78878751689767,2.704842566235398,22,54.26034953508944,4,0,1,1,11.655531250580049,0,12597.627519250877,881.9630370578188,52954.31
6,229.4484445454565,2.6041882457251786,25,109.34669960242479,23,0,1,1,29.11149800427102,1,8286.185452209436,6253.036405543707,210872.63
2,79.640941066484,2.635907476435297,10,60.44509285370284,8,1,1,0,9.51621765694593,1,31120.248429387593,5473.428274993992,81987.51
3,140.463018392788,2.83101097190465,3,71.94623494528311,2,1,0,1,16.128355762296497,1,15441.528687987247,3155.5715309803277,136026.07
2,132.9455059398332,3.123300881553224,2,60.82038457576459,1,0,0,1,13.77223683662497,1,38590.21055084235,9950.433004512255,104681.96
2,101.03787248368164,2.6861522362624166,35,58.281286095235345,9,1,1,0,18.602639254627817,1,39178.37741683576,907.9346848784354,84851.52
5,199.86980706338275,2.934158754528952,36,94.03006349543175,7,1,1,1,43.488566404817476,0,35293.76791154484,9511.0766315254,175838.25
3,118.10205564597473,2.8135205420302682,14,60.052247730089846,13,0,1,1,8.7807783001664,1,20604.14224969448,6412.2599883505745,108014.78
4,127.77209634377495,2.4489976565093183,32,90.54563446471897,11,0,1,1,12.701749791617491,0,37271.81203824867,687.8154453886203,109589.64
6,223.85308986729768,2.74560150565719,11,132.44415323336597,11,1,1,0,48.0472610548721,1,15388.317610487555,1890.3707670952401,199808.37
3,164.0831155626683,2.7229906178490197,13,74.23359598282761,11,1,1,1,19.89774903417358,1,16016.230666225101,7841.225881623557,149405.29
5,227.27966279896046,3.0136168381547197,28,153.48537326128834,11,1,1,1,29.170476346635013,0,19180.65624733152,2040.4852327107321,181846.42
4,107.01138616268749,3.0209276091523365,38,74.63925261248261,29,0,1,1,18.132562215417217,1,28037.493049660214,562.8245073948054,99250.73
2,116.68700164864589,2.8178239446944104,25,89.34574578017978,12,0,1,1,14.341156694837398,1,3007.45737055957,5517.307704457217,127105.31
3,166.33700078848307,2.9685666537395914,39,83.85229743394376,19,1,1,1,23.936737456679886,0,21666.787882180335,9986.030546693222,141174.08
3,152.52052711319487,2.7236551879971644,40,103.71395843697252,31,0,1,1,18.302463253583383,1,38650.86109336903,3855.3283313607594,124579.51
3,138.24309792179193,2.9514840875507624,2,96.50028790920477,2,1,0,0,21.388636398258708,0,3159.027629795349,4474.869404353132,133258.23
2,74.34567503154813,2.7680607438384865,17,48.12157464914648,4,1,1,1,12.641148101261066,0,3908.848403075322,7762.020624587792,112158.06
2,123.03117127058793,2.947581432702274,19,66.63608075371673,8,0,1,0,12.618392555114019,0,37780.067559965704,6027.844468979639,89373.36
1,44.68970366075798,2.965893863791163,8,27.27166626817703,8,0,1,0,4.880913455053683,0,33332.554598110444,2775.427994930856,26247.74
2,114.91975181893255,2.8789611405492,9,59.688708683263734,2,0,1,0,23.413018950571146,1,525.2592165035965,5521.502640581314,110594.22
2,111.89425202340601,2.6165141841896142,39,78.45947083813395,28,0,1,1,23.233426593002402,1,18328.525991074042,4655.9678685132685,92600.66
5,212.17608092904132,2.6743020939495667,8,147.72896058699183,7,0,1,0,40.535576835755776,0,12725.869027050505,261.46885471162796,174491.69
2,114.90902596811247,2.8854059562314283,20,59.412042100646694,13,1,1,0,10.14759248673658,0,7118.700622133274,1164.1689491332424,116859.0
2,75.95564263134796,2.9108228726704364,20,40.89572143389283,2,1,1,1,14.642719152306494,1,2564.6203663942274,6088.462567697398,89217.5
4,161.56907338025883,2.778510225285,27,123.66321418956234,23,1,1,0,11.775826038699103,1,10371.4099730252,1573.4377158950153,146075.46
4,131.75240611884718,2.693787596772792,22,81.03954808600076,20,0,1,0,21.012291135428114,1,26283.006053867684,7713.545061411461,119322.41
3,131.8426659706564,2.784449980423259,2,84.760465668526,2,1,0,0,22.583244830971395,1,12503.986859577344,4962.3241181883905,130482.39
3,144.64184574099335,2.6998743794224667,19,113.61889714409982,15,1,1,1,19.376278756608798,0,12651.474122665106,950.778469777703,138076.02
2,105.42072110301288,2.70087593408,14,55.077934305872716,1,1,1,1,14.957304777018383,0,10869.158107344476,9522.086903803884,109354.55
1,52.44833700745117,3.1028060239295114,6,35.11392961717248,5,0,1,1,9.50769797833053,1,4335.893330393351,8399.549698098286,51404.87
4,170.7678343292868,2.6644123377264943,40,123.10742561188658,33,1,1,1,34.87617061144147,0,23923.647481258566,6425.692477455996,154067.29
1,70.03771985120257,2.841401925180606,22,39.347463122165514,13,0,1,1,6.891758508488216,0,29388.66456808808,7480.823262909751,58851.54
2,76.1176154470127,2.7775263681981186,39,42.48016645399842,21,1,1,1,6.909401818598798,1,39210.80761920337,6685.542127606188,80976.43
4,164.93803339193286,2.529221511454282,37,125.99397961512015,30,0,1,1,27.13211041207253,1,9450.638170544047,227.83571648769362,161743.77
1,106.07932332891053,2.5230167153036143,40,51.42641595632205,27,1,1,1,11.097375937235643,0,6935.728389423754,6244.706517554291,95144.45
1,83.9853977222145,2.7353988633217186,10,42.418880792814406,1,1,1,0,8.325783784730328,1,28437.30098879506,2521.612442248739,93142.56
3,171.60905795500986,2.3985149411256743,33,101.90734771884597,7,1,1,1,17.250777501986136,1,13265.623082315906,9483.913047444305,158297.23
3,102.91732184490617,3.0794730398156522,2,75.07168586203585,2,1,0,0,10.242927302822581,1,20588.35377292682,4149.630212423795,96543.0
2,105.59646392856523,2.684909352135871,21,64.3343351983583,13,0,1,1,14.94905035303986,1,28486.71221935084,7076.464097199962,83491.06
7,202.6447303504621,2.6702255172284257,35,110.38019546273043,10,1,1,1,43.49941215693175,1,17072.614854814296,1573.7222128735066,192323.07
8,204.8768437356264,2.9701514700766034,23,122.33263183205979,4,1,1,1,39.789233856366835,1,15168.9543198051,4783.30634855097,216978.36
6,254.42143165648594,2.7246705011841903,9,154.15678343389885,6,1,1,1,38.54493312709405,1,17864.691983305536,1133.2924056890377,193691.31
7,207.7845154684912,2.86718777125503,3,146.37563528354855,1,1,0,0,17.07464849736823,0,18549.539060819774,4124.498987258636,156930.5
5,238.94162814904112,2.646934769559773,19,180.17692825432448,13,1,1,1,40.844614669141436,0,529.8085464093808,5647.848279490734,208564.89
2,96.91402103260478,2.758178018701529,32,54.50811581256866,22,0,1,1,13.342285900210118,1,7950.023074712103,6361.734771812197,98294.81
3,97.13126216164558,2.9243260682833734,37,67.79653925017928,8,0,1,1,18.139650762719405,1,24568.49534601606,4015.231096366596,102030.88
4,155.28368905339386,2.594873611165736,30,107.99762218518272,24,0,1,1,22.37538611269965,1,1189.093915112891,1672.8553912953626,148116.01
2,112.75074989155344,2.844992317934798,18,81.00370665304425,3,1,1,0,19.194807261995873,1,11419.444350286198,6630.463342349341,91736.25
4,156.89425359673714,2.3150279230255935,29,102.19169501841623,12,0,1,1,15.690591059858793,1,17896.923669413805,218.0081595614006,144733.29
2,100.68491880225122,2.9777908590284325,32,45.826184449066524,19,0,1,0,19.631778551316877,1,17952.212858200208,8105.719409871703,85109.46
3,80.7068674914189,2.6498450479164273,16,54.84463972631363,15,0,1,1,15.08521188841445,0,2387.919488425464,6785.3879681639655,96147.88
3,181.1221526719317,2.7345816532484504,11,120.32019807097298,11,0,1,0,22.839898576216505,1,35076.629537390014,7764.964374380699,129471.11
2,91.50345455241577,2.732368350294458,11,60.76120451809084,8,0,1,1,19.631757181634764,0,4073.9090225695422,9739.227530958922,73645.85
4,156.1054307377542,2.5745257755428916,30,85.61672638930526,20,0,1,1,14.683154485174656,0,35091.33148269407,3338.249991172205,123401.31
8,176.6088507946921,2.560706539562828,33,85.52458464949338,17,0,1,1,12.89279734221273,1,39637.09888581026,5373.71671520002,159848.37
1,75.10727878026778,2.843842012334653,8,38.775890660703496,4,0,1,1,13.855086108343212,1,7556.154722969443,6362.80334657072,81392.96
3,159.08957391439696,2.8523003870031194,39,83.62889987948618,22,0,1,0,25.467867239693177,0,3287.730746025246,5899.662328541204,132639.34
4,182.5668915476363,2.590650774574439,1,93.24847304650066,1,1,0,0,15.817275294736552,0,5283.823727196191,6373.504451233083,149540.79
4,130.0395238036354,2.8473914715305924,17,69.64759811312946,16,0,1,1,12.21409189093885,1,34175.23798084835,9425.661118454043,111162.99
3,110.05497508623274,2.850420951513116,20,52.170690159747174,14,0,1,0,9.864428097210215,0,38908.111076116635,4890.77217799211,101894.67
1,53.96934673391523,2.681920562511847,3,29.37357455684064,3,1,0,1,5.128597625745603,1,23862.90568883026,8630.975205941906,89032.85
2,140.6581240631412,2.5171708215467565,29,112.42238824401494,17,1,1,1,19.581171713426315,0,37916.775353053636,6349.256838530666,125617.24
5,158.00200758448008,2.7432422035758135,37,99.38064439388246,28,1,1,1,12.26796236098469,1,30902.59148220835,7847.099516926528,157764.5
1,64.25206862202849,2.8157147398681928,10,36.65888932359548,9,0,1,1,9.50339339772545,0,22963.815298417878,3346.5249536307424,54678.69
2,72.45464010349738,2.739404292623309,28,50.87551289624607,13,1,1,0,11.651141417720167,0,36614.793578233504,3358.4718019932698,84753.36
2,119.85713430477549,2.6433510685273336,39,73.62957515489195,26,1,1,1,21.46703910300332,1,18995.966966223277,9359.01210359535,112865.3
2,89.42927964471272,2.834054491769637,27,41.166469386582136,14,1,1,0,18.950509720208967,1,16759.85811297062,8346.657254087788,77756.61
5,174.11771077814305,2.9777584102667305,19,111.71155504330918,10,0,1,0,14.342349024474215,0,28936.283470118484,5112.239112565086,151105.98
2,91.77436428641697,2.611346564407336,38,51.06539470960216,11,0,1,0,6.908194237163167,1,30072.32866758638,4661.357195139942,77878.07
3,130.24612502440058,2.696358645014169,17,84.64882761400149,15,1,1,1,11.835568669704568,1,14503.129370949582,2586.4220850775396,144120.3
5,187.5371619391253,3.243765668230294,27,95.76140799285628,23,1,1,0,22.616457681130626,1,19286.286529717105,2154.567566896925,174475.78
2,103.26637848008349,2.8023561793550407,31,63.9107819801872,29,0,1,0,15.36647673680675,1,9025.097284280622,2334.1412367412427,79505.08
3,176.31036315290328,2.521974754924307,25,91.28893444011126,8,1,1,0,12.45507256748944,0,5231.963843197331,9422.797218573598,155672.41
4,156.7597933395867,2.664035136046293,13,86.93669167607277,13,1,1,1,27.25354453824523,1,14396.625537261818,2739.273730443073,140867.18
4,100.16693102926315,2.6137542576451063,29,69.16603319459738,21,1,1,1,21.388881528938224,0,19965.272563349416,4519.002776397049,121026.34
3,107.9634851763229,2.818470779383096,13,57.18593318698107,5,1,1,1,11.602494436422042,0,6712.847597158628,6851.392184523826,115394.0
4,171.78495351636994,2.8053908913888215,20,102.38350270763891,18,1,1,0,12.251626592239967,1,6939.021284053947,6490.309608137479,149272.93
6,157.76002757716367,2.6354323066638123,22,75.03043308243443,13,1,1,1,28.868002745553877,0,5397.02030155976,7732.566159245776,136075.84
2,112.78889083960024,3.084135978274234,12,77.88149454770397,7,0,1,0,20.923190577454996,1,35092.40769570537,3853.525859930288,101350.24
3,141.4120866228889,2.76532399862286,31,90.3100172208021,24,0,1,1,10.82175908125997,0,27916.941807777093,3391.0107697393814,114376.99
3,70.94994528282353,2.667968593489986,11,52.1359107030264,2,1,1,0,11.536343596558675,1,6248.319824619694,5076.0431224480035,83785.52
4,145.63394496991054,2.530198079929408,7,92.80907728521848,4,1,1,0,15.499232245961748,0,26620.307457081868,6383.783709092007,133875.44
2,93.25614749283751,2.588942224468791,30,63.41418029512951,1,1,1,1,11.1907376991405,0,19690.126823014387,9946.559250762357,86752.16
4,148.98404709454329,2.525715712422069,36,79.61650227511595,16,0,1,1,26.661705524990506,0,22838.473098874016,5915.314426371833,111734.68
3,93.21773060147333,2.7156977500781188,10,66.16009751996548,7,0,1,1,9.639783687439428,0,33230.072036903744,7700.654423035332,85171.06
3,120.77572665753866,2.590706538307745,21,72.62417504613833,21,0,1,1,13.178315017718766,1,19302.568590115177,9252.720206206872,99226.08
2,69.16198834553495,2.891117119396237,38,40.22375351043363,9,0,1,0,11.185993762779434,0,11880.071798344097,133.0615133129649,66446.76
3,130.06934763254586,2.644802215146677,15,91.83354616935985,14,0,1,1,20.46503214047162,1,31315.64458343203,2614.6828342468702,102630.21
2,112.9513099105092,2.901236178494719,17,76.80689073914625,1,0,1,0,13.554157189261103,1,6796.867315810793,132.16146746553324,86495.7
5,234.5561596747242,2.838464118994934,28,167.5790941020001,1,1,1,0,34.375440388667236,0,37026.88883388362,9043.9373210029,169349.52
2,86.44009528096487,2.8661913588819337,26,48.88558752070513,9,0,1,0,16.42060190746921,1,37690.06549613206,3935.6094771712537,71648.2
5,182.0556537398823,2.911414829913733,6,114.4150744094809,2,0,1,1,32.733799925940964,0,14124.371035350441,5842.384837798679,167663.32
5,188.57990311982547,3.1087982202015647,2,99.19283914280891,2,1,0,1,32.03123943026566,0,31004.007442762526,4885.1698532288965,170024.7
3,138.4735378944937,2.597180470369234,15,92.3734239084892,3,1,1,1,13.676470059905215,0,36919.106644795065,7557.874800497013,123280.96
2,97.49857845702041,2.902279869812422,18,57.61244480812774,10,1,1,1,10.866612934657901,0,36809.400519179595,3745.101029880351,108300.61
5,170.81770948364806,2.821661418755976,25,90.5071792421442,25,1,1,0,26.479379399391174,0,5017.844941473984,220.8388533221421,152451.96
6,210.59871483297283,2.941390484092565,16,96.32415541380801,3,0,1,1,16.825057698628374,0,7127.074694312557,3653.0972262901996,189941.74
4,124.7799566055125,2.769943554688645,6,96.5626549632141,3,1,1,0,9.577786117163868,0,19871.063737131037,4756.475105016001,112657.15
4,188.7815278163146,2.961682034636458,31,90.15965853370749,19,0,1,1,14.62538663170685,0,22307.274759976488,4113.909653820522,147015.96
3,118.92198642254819,2.5175114359014517,18,67.2216392107363,8,1,1,0,24.759100179224152,0,14092.018098941307,2802.835583708542,121840.72
3,97.04987195083908,2.5692244572640504,3,50.141668921758004,2,1,0,1,16.821827390044255,0,3526.6255090749055,1055.6434730089004,108419.33
3,121.9390969586419,2.647542156580318,24,75.96129547269028,1,0,1,1,23.84082813746453,1,17464.274965937846,378.04426812934383,118634.49
5,185.13816202706187,2.736545051901018,17,95.94427854338615,9,1,1,0,39.714454623194946,1,11604.460561537917,9119.179896080142,150328.29
3,97.63753609651818,2.7583440740515948,22,69.09553231796218,21,1,1,1,17.100762416947425,1,18182.489289166704,752.8346976847067,117526.7
3,87.1948752472908,2.616795092148544,35,46.09878092388246,31,1,1,0,12.84364764901127,0,11295.546798125042,4030.5107578982106,100226.9
1,72.02693177927216,2.571642952289079,8,37.0873754924632,7,1,1,0,10.217213759300748,1,17718.73976869896,875.3315218523703,73046.9
2,108.56543154384488,2.632047775130913,27,57.09562723754904,3,0,1,0,19.748494957073337,0,23730.1068565804,1200.0332822216692,94810.77
2,98.04417264081906,2.4423247894761673,5,54.33089976460063,1,1,1,0,19.626932245480162,0,14734.312444528303,6509.884841631995,106929.37
3,120.86583084630772,2.6981357122496736,32,81.54104318764885,17,1,1,0,23.501444495469002,1,8820.80201008755,9246.499803992117,110264.22
3,130.95796498692388,2.7394868493029207,15,68.5394614424231,5,0,1,1,18.8503249370314,0,16165.06093826492,3547.2841028441803,107865.64
4,175.75654964416248,2.8293865609458475,31,121.95704814904809,6,0,1,0,32.69535038741872,1,10789.623333664456,7481.750351474939,142944.58
4,157.09714969718914,2.7800369093146324,2,94.34623430209342,1,1,0,0,22.227356360351173,1,3036.165790902345,7826.9923453458505,118780.51
3,91.02987878969296,3.0728116671940664,27,47.24022889926003,5,0,1,0,11.620677752772318,1,25535.865454649826,6439.726057343828,84488.92
3,142.88845780064185,2.896227201848224,11,76.30466270098891,2,0,1,0,16.38226662291941,1,25537.503177961782,8700.391120967923,124650.74
1,68.05575784849498,2.882716403529754,16,43.185926907104054,10,0,1,0,5.320724906484777,0,13062.137316093827,1948.2107043112485,68579.27
2,78.2743658450061,2.8156463240882825,10,45.596392151419316,5,0,1,1,7.841086132949079,1,38390.04757627048,843.8076349421234,76757.9
2,96.26410139134592,2.84643053141368,16,60.6274361394551,11,1,1,0,17.2795080683905,0,31666.683058978062,4614.968004157598,98800.09
3,155.77551677588053,2.7102668540516444,32,114.4019844466614,7,1,1,1,14.9165374032629,1,36145.09731517325,5386.741700219095,136592.81
2,79.82178184027725,2.7679318841634224,3,37.200221592696316,2,1,0,1,16.377558478146476,0,19042.052062660066,3783.022025045189,66343.66
2,124.26229522017404,3.0958802734310753,25,73.03686898971527,5,0,1,1,10.163089632859108,0,21189.365018102624,9226.79953367397,106353.2
2,121.59682515056373,2.737390177495699,8,72.39935477691542,8,0,1,1,9.444307640986889,0,27810.669087618717,1321.8398803339198,115714.5
2,101.74303684593444,2.510264289631013,16,54.71954241373844,3,1,1,1,14.464031460810537,0,23729.52103731486,9336.321881908,104016.17
3,156.4762364369861,2.8754254324504225,23,94.61456451644084,19,1,1,0,16.17957898667799,1,26894.978082124297,4282.768821214948,131663.71
2,100.73730681940664,2.907537558408339,4,65.31017006403657,3,0,0,0,8.607291765037175,0,17581.216031014716,8349.613297575737,87238.47
2,118.01450813811158,2.777814217556122,36,77.26827297530726,8,1,1,0,9.32080851122684,1,5747.35447044755,3840.6347599167852,119123.3
5,112.63308262633537,2.4118978187830935,28,77.09077430974686,3,1,1,0,16.792970846981987,1,32575.688620909277,5129.2571109268965,108127.16
2,80.69223028577429,2.9815891507233934,25,38.479631582555406,16,0,1,1,8.78896793996735,0,15800.107650679589,6912.586028925298,79767.13
1,51.91489530830896,2.7913832107458805,38,31.720138234943995,2,1,1,0,7.96192596578571,0,24530.792676343655,4790.780342178976,54823.3
1,71.24554612437836,2.6941534770853384,16,50.952278079457464,10,0,1,1,6.572021744290999,1,15076.22814253216,8753.029500092058,77948.33
3,105.27605445633566,2.963850644408597,6,64.14110613174749,5,1,1,0,7.755013617867703,1,19546.035768472113,5416.766668329301,94726.23
4,149.28464296158774,2.38556507748557,34,101.47923851543337,22,0,1,0,11.060332381803555,1,25739.091566237807,279.4694543268919,127349.3
2,112.44168535458374,2.77013502101895,26,73.83563133700403,26,0,1,0,9.771286711320897,0,23351.133975921366,8006.066166537879,99346.56
2,79.29058835017207,2.6526572017500287,18,48.57750754224114,8,0,1,1,15.018141954151835,1,6066.628976040481,4992.284517166562,86612.0
2,101.62072701314234,3.018586322018561,4,48.5365988083196,3,0,0,1,13.95019883427395,0,9798.734722507272,6766.637408137239,91780.03
2,122.4938632469551,2.7937189219270198,11,82.27039992540526,11,1,1,1,20.037431747464023,0,7368.081226606078,3302.7683762976226,122101.19
2,98.90221567773827,2.5943621519250972,24,63.00857921458204,21,0,1,1,19.903914227690333,1,23247.76578270136,7019.267005483751,95793.55
3,101.6798894539747,2.9548822494385196,4,45.95825268293361,2,0,0,1,10.36023818737295,1,16085.702910996051,7251.123597068074,88526.48
2,82.3552677153456,2.307374219556828,22,43.02237893171445,10,0,1,0,16.52889086170938,0,10233.834349825633,9985.629227187002,73561.32
3,128.36749333694692,2.841422307687276,34,60.5239703834533,27,0,1,1,23.343027916123617,0,2241.2205443873736,3711.5100907419715,109671.73
6,239.49379207952853,2.522607515250483,18,155.57085430197378,11,0,1,1,42.95386222246814,0,30817.622999583116,2274.4300560242223,188846.34
4,139.86972263681338,2.666761224321911,25,63.68293408910281,13,0,1,0,28.05933653374026,0,2634.6814828165757,4870.4438182035165,102233.86
3,82.22783117129478,2.706678080970132,9,61.24718073631503,8,0,1,0,7.3085455645303705,1,15539.939950946235,6948.8157097203275,79231.77
3,162.40071836967024,2.9138202317504995,24,126.93384678746843,19,0,1,0,24.53471612673252,0,18503.28250373521,4868.912618749631,135452.55
4,197.51647817881462,3.1466140421709987,8,156.32493975211338,4,1,1,0,28.152023290931297,0,18395.53224219383,8630.631511496103,165347.16
3,165.80446308054184,2.4296804696486816,29,87.76105857540448,12,0,1,1,28.12042545658118,1,5970.674262497144,9635.461124336163,153649.97
2,102.6482830402749,2.8303347620596626,22,63.980602903298184,15,0,1,0,10.849752078831665,0,28523.60495247047,9801.249734780147,95425.02
2,65.53740933557998,3.1464421028597602,25,49.933546675889495,1,1,1,1,5.839313636465511,1,9472.901545388559,1346.4948106807387,85326.61
6,217.68924393686567,2.646872656392328,13,150.32906433308452,11,1,1,0,47.02449143994688,1,25348.09015138898,2510.9757912372606,176139.65
4,125.40229015911494,2.6357001742899504,15,69.54323440325784,8,0,1,1,17.537789759542914,0,15432.31461980497,3016.205393434867,126802.95
4,110.52663914386547,2.792470324179974,27,81.99785224380162,24,0,1,0,11.583528115808653,0,21086.117582439056,9293.779642682797,105225.49
2,85.93262079075039,2.899190302263703,25,55.93162369293022,14,0,1,0,7.673647199910308,0,18362.7743291368,7834.227310493768,79268.06
5,164.34137125531598,2.86836764730514,28,115.9419476362376,11,0,1,1,26.136809176288907,0,38232.78634421675,1301.5758962650484,130399.81
3,165.1409230596214,2.6854336218204438,6,130.34462401590514,1,0,1,0,15.22010419601516,1,14185.610176524357,4439.893277061687,138960.2
2,83.32273956393858,2.605543346689159,8,66.58555687239802,1,1,1,1,8.120333844463245,0,6543.467746371617,9299.298844042356,91334.81
4,137.12744545509562,2.9869033900167454,12,85.93607201775067,8,1,1,0,29.183862077677034,1,14752.766252032354,2141.854974763034,123202.93
3,138.60870962233201,2.610577263264895,16,69.971670045528,4,1,1,0,10.309001904308445,0,20212.27577621106,5579.784470102459,127356.73
5,156.96089337854016,2.405086689968885,22,104.66870009422723,19,1,1,1,15.386018353768987,1,3116.4746202422407,6923.386620144616,146955.79
2,74.94533815909674,2.4883888064679387,21,50.61423853121879,11,0,1,0,12.791884004261311,1,36778.72891992099,741.548833087081,71790.07
2,91.93725108903917,2.646294831562176,3,59.782263006888954,3,1,0,0,9.426703582446867,1,8349.676338957295,4375.240475269147,94004.57
4,119.47730188846504,3.018650995114178,2,71.4136261244404,1,1,0,0,11.62406625692285,1,37258.98946140499,9189.49157550051,102513.78
4,174.66651497844038,2.5360948314597276,33,114.1526168717152,13,0,1,0,26.806950061583322,1,16465.067649022192,216.79484587691846,143897.98
4,171.85909172341798,3.02394526986458,24,109.45947978814829,4,1,1,0,29.971102128300288,1,22438.995324252443,6370.577381360093,139025.7
3,168.81754991708075,2.985227401903513,2,131.78614074427426,1,1,0,1,22.721983251465492,0,27479.342417331045,8753.612211087737,130381.08
5,225.1130698562925,2.790541607913888,35,167.29506308614918,29,1,1,0,42.13963104149991,0,3065.4700263930904,4356.644769435301,212367.25
5,170.99429535577553,2.2911630353198955,15,100.50894075073538,13,1,1,0,32.87904104240515,0,16850.04949914248,2663.8160493435576,151626.79
4,156.25772893859227,2.5368693238099156,27,101.53678626737499,13,1,1,0,25.54230095856036,0,11623.937491774574,7293.922022210532,126527.5
6,195.10747847299348,2.6359634743907416,19,126.452769122848,19,0,1,0,30.56804552139614,1,7156.953780247525,3732.8893290344363,176819.77
6,227.59600895845722,3.061526313632089,8,143.10130111055003,1,1,1,1,43.79988839330808,0,26925.358940831626,3410.7988208891506,185514.64
4,114.45101579278602,2.647549787202603,28,53.828938422283166,2,1,1,0,8.269599909715339,0,7041.942326202256,2678.5641234082273,122306.62
5,156.85701283452923,2.6108722093899805,15,109.70706118658498,1,1,1,1,22.994488895450324,1,23523.89247700856,9611.807657584148,164245.59
2,124.30561976659149,2.783894351378003,7,87.75289510124021,1,1,1,1,11.101720724981746,0,15922.182374413775,7479.099571939563,116270.81
